crop,disease,image_location,description,treatment
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/195.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/196.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/197.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/198.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/199.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/200.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/201.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/202.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/203.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/204.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/205.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/206.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/207.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/208.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/209.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/210.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/211.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/212.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/213.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/214.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/215.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/216.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/217.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/218.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/219.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/220.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/221.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/222.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/223.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/224.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/225.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/226.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/227.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/228.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/229.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/230.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/231.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/232.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/233.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/234.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/235.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/236.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/237.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/238.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/239.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/240.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/241.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/242.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/243.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/244.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/245.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/246.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/247.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/248.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/249.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/250.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/251.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/252.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/253.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/254.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/255.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/256.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/257.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/258.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/259.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/260.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/261.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/262.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/263.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/264.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/265.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/266.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/267.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/268.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/269.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/270.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/271.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/272.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/273.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/274.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/275.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/276.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/277.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/278.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/279.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/280.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/281.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/282.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/283.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/284.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/285.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/286.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/287.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/288.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/289.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/290.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/291.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/292.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/293.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/294.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/295.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/296.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/297.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/298.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/299.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/300.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/301.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/302.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/303.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/304.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/305.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/306.jpg,White powdery fungal growth on leaves,Fungicides
Cherry,Powdery Mildew,data/crops_diseases/images/Cherry_(including_sour)___Powdery_mildew/307.jpg,White powdery fungal growth on leaves,Fungicides
